date,gmv,cogs,promo,fwd_shipping,refund,reverse_cost,net_profit,margin
2013-04-11,3465527.1,3117249.082082385,415863.22000000003,816.0699999999999,138237.55,31.03,-206669.85208238513,-0.05963590706948595
2013-04-12,3394134.65,3080402.173264326,407296.15,901.09,98243.48,20.39786226469112,-192728.64112659087,-0.05678285071176857
2013-04-13,4459192.7,4021270.5059516905,535103.16,1106.24,187180.94,45.69291538299637,-285513.8388670733,-0.06402814546836545
2013-06-24,4434879.04,4051131.162151108,468466.74,1085.24,126891.3,84.30225455667808,-212779.70440566467,-0.04797869400416943
2013-06-25,5395201.83,4948962.427291683,745754.62,1054.05,234401.81,158.86239477907966,-535129.9396864619,-0.09918626893823951
2013-06-26,6733961.25,6353837.046368044,987095.08,1911.87,248399.78,174.98,-857457.5063680438,-0.12733329975251104
2013-06-27,6331867.12,6124618.146907459,1139736.1,1788.93,304430.88,174.84,-1238881.7769074591,-0.19565820846023363
2013-06-28,5089540.92,4871973.731662628,916117.29,1736.83,120820.74,170.13033246182317,-821277.8019950901,-0.16136579210273647
2013-06-29,7508227.78,7285374.841222857,1351481.07,2480.07,307356.8,253.2016831943466,-1438718.2029060514,-0.19161888065495683
2013-06-30,5576479.26,5420652.410597429,1003766.26,1887.07,403163.16,156.61,-1253146.250597429,-0.22471996974618516
2013-07-01,5325471.01,5236847.888885737,958584.83,1794.23,111794.33,154.63,-983704.8988857375,-0.18471697565127437
2013-07-02,5442297.29,5215831.879376603,979613.55,1654.04,348840.55,196.59928677430403,-1103839.3286633778,-0.20282598870363766
2013-07-03,6160005.2700000005,5983095.763625336,1108800.9,1962.96,310213.39,32.630537931954784,-1244100.3741632674,-0.20196417367079092
2013-07-04,1786600.06,1717988.453231011,321587.98,324.69,44243.42,34.97,-297579.45323101094,-0.16656187352361945
2013-07-05,2135134.84,2076056.6948531312,384324.28,377.5,107615.76,25.96,-433265.3548531314,-0.20292177652495774
2013-07-06,1814694.69,1702015.5833805683,326645.04,318.82,102589.45999999999,72.21,-316946.42338056833,-0.17465550823900208
2013-07-07,2511152.18,2502461.5668606265,452007.42,558.03,38642.82,34.699999999999996,-482552.3568606263,-0.19216372496414227
2013-07-08,2128251.35,1990660.3037331596,383085.25,590.36,70545.5,14.69,-316644.75373315945,-0.1487816529439342
2013-07-09,3822107.54,3826837.420834553,687979.4,1184.77,67468.2,149.35,-761511.6008345529,-0.19923866423563605
2013-07-10,3190827.89,3156456.9834005516,574348.96,1193.51,120436.81,103.93,-661712.3034005516,-0.20737950344308653
2013-07-11,4459920.53,4329571.874546316,802785.73,1632.56,229547.08,66.49865850258317,-903683.2132048188,-0.20262316494792312
2013-07-12,4869086.05,4744115.3536102,876435.5,1370.02,135921.16,163.34572740534566,-888919.3293376055,-0.18256389807233034
2013-07-13,3278073.63,3115627.707500478,590053.28,993.89,111393.22,33.050000000000004,-540027.517500478,-0.16473928851332054
2013-07-14,3714174.2600000002,3672148.6006404376,668551.32,907.6,86955.31,56.14,-714444.7106404373,-0.1923562710384077
2013-07-15,3597125.44,3468409.454791837,647482.62,1435.03,73853.1,121.87,-594176.634791837,-0.1651809603814753
2013-07-16,3614624.63,3421560.7303282144,650632.4299999999,1044.8,102359.42,72.93367746495504,-561045.6840056793,-0.15521547641467803
2013-07-17,3802434.61,3713378.4882823676,684438.35,1506.93,103161.16,226.36262308565742,-700276.6809054534,-0.18416534476721835
2013-07-18,4947479.21,4842434.132675882,890546.33,1746.34,171449.72,163.60443225267488,-958860.9171081351,-0.19380797299159042
2013-07-19,5041116.49,4752090.799934906,830203.78,1250.72,199745.96,110.89267595683785,-742285.6626108625,-0.1472462824620945
2013-07-20,3176865.7,3063739.6514121145,519175.82,861.75,109090.42,12.42,-516014.3614121143,-0.16242876159735498
2013-07-21,3828986.0,3404443.025635605,403677.23,703.27,192156.13999999998,21.201236504301345,-172014.86687210947,-0.0449243916985096
2013-07-31,8144505.58,8676585.030922955,39750.0,2435.53,200965.68,463.24,-775693.9009229548,-0.09524137386900222
2013-08-01,8809803.84,9566552.170797218,45200.0,2226.3,417776.10000000003,204.88,-1222155.6107972178,-0.13872676770033712
2013-08-02,6180293.33,7976555.275347064,44700.0,2367.76,176635.44,128.84567822332286,-2020093.9910252874,-0.3268605360880642
2013-08-03,4224368.57,5735036.819259562,42100.0,2012.59,208612.23,284.62,-1763677.6892595615,-0.4175009022140228
2013-08-04,4066466.34,5620771.185842242,39050.0,1464.76,164470.68,263.62,-1759553.9058422423,-0.43269850497329887
2013-08-05,1902686.92,2589845.946384176,17050.0,589.73,23874.0,116.85000000000001,-728789.6063841762,-0.38303180556062066
2013-08-06,2043716.46,2894583.458761518,17450.0,495.90999999999997,45239.57,46.81,-914099.288761518,-0.4472730472413566
2013-08-07,2020880.84,2640531.585318693,19750.0,1062.43,165041.35,103.39,-805607.9153186929,-0.398641968082934
2013-08-08,2488563.83,3411769.355803178,23700.0,1506.23,84989.03,83.16,-1033483.9458031781,-0.41529332434409694
2013-08-09,2013032.85,2731308.4422916183,19750.0,981.24,103088.42,25.721572514075262,-842120.9738641323,-0.41833444191640107
2013-08-10,1392653.96,1818289.0580421838,12050.0,762.2,65558.96,48.12,-504054.3780421838,-0.36193799215002687
2013-08-11,1661552.31,2233924.8336490556,13250.0,772.31,100733.63,42.922950609912135,-687171.3865996655,-0.4135719245575034
2013-08-12,1541648.52,2025655.815030284,12750.0,768.68,42725.83,41.69403041383363,-540293.4990606979,-0.3504647732939139
2013-08-13,2077445.31,2664105.907528639,17450.0,728.53,57384.19,91.80859163402724,-662315.1261202728,-0.3188123041950369
2013-08-14,2262709.02,3037381.7850654945,21950.0,1553.45,128009.83,101.59212837473004,-926287.6371938691,-0.4093710808621204
2013-08-15,2847933.39,3748297.194023121,25200.0,1569.75,98270.20999999999,180.11,-1025583.874023121,-0.36011511983541195
2013-08-16,2872495.82,3832676.695670314,26800.0,1258.9,126513.95,77.55413834359098,-1114831.279808658,-0.38810544894323223
2013-08-17,2445344.74,3243321.10292407,22300.0,1227.21,78897.45,227.89000000000001,-900628.9129240696,-0.3683034535752491
2013-08-18,2055254.74,2617936.266969188,17050.0,1041.25,43686.23,53.290000000000006,-624512.2969691881,-0.3038612609983267
2013-08-19,2317719.98,2959262.655680314,18200.0,874.44,86315.12,64.23,-746996.4656803141,-0.322297979102857
2013-08-20,2132768.38,2769719.968898175,17000.0,928.45,89023.81999999999,145.23047577032713,-744049.0893739451,-0.3488653978328135
2013-08-21,2080108.87,2739280.27431989,18850.0,1065.32,85027.95999999999,75.70144408107903,-764190.3857639708,-0.3673799947615101
2013-08-22,2832828.33,3901007.884352301,28850.0,1309.76,97546.5,30.084839054299582,-1195915.899191355,-0.4221632093009163
2013-08-23,2605461.84,3389520.5336401607,20900.0,1507.21,72909.91,99.83754409621905,-879475.651184257,-0.3375507703403006
2013-08-24,2390556.09,3404665.907127905,22300.0,884.62,57980.11,69.09,-1095343.6371279054,-0.45819616687090803
2013-08-25,2432945.7600000002,3134557.5556261633,21100.0,969.91,104068.97,64.08749478424015,-827814.7631209473,-0.3402520420845499
2013-08-26,2875771.67,4031563.056642959,26350.0,998.07,54503.15,30.67797918317471,-1237673.284622142,-0.4303795386586245
2013-08-27,2249971.73,2929139.2829992822,19550.0,1513.98,222245.73,249.76329409847347,-922727.0262933807,-0.41010605332955924
2013-08-28,3094438.29,3954406.1102643567,26850.0,1291.2,100411.56999999999,258.2187023493319,-988778.8089667059,-0.319534182394927
2013-08-29,5018255.49,6346104.603704954,41850.0,2734.91,229028.87,191.6526345306944,-1601654.546339484,-0.3191656043681195
2013-08-30,4613339.78,6117516.590306415,47417.55,2285.07,139969.03,226.29999999999998,-1694074.7603064151,-0.3672122239187019
2013-08-31,5688374.79,7019385.435992827,187248.71,1772.7,214756.78,35.81084516799446,-1734824.6468379947,-0.3049772054203894
2013-09-01,4872527.72,5647765.049900394,223418.45,2090.47,83026.45,46.1974903749209,-1083818.897390769,-0.22243462934896738
2013-09-02,4047686.11,4602431.9014684465,232994.47,1580.83,254256.23,132.60311061998277,-1043709.9245790665,-0.25785347386511315
2013-09-03,3443804.93,3109190.610440498,344380.6,622.58,59599.54,88.48,-70076.88044049802,-0.020348678820347126
2013-09-04,4525700.88,4022941.480890149,452570.15,1013.62,166808.29,77.11999999999999,-117709.78089014892,-0.026009182668331566
2013-09-05,2531294.67,2209284.8891588724,253129.47,459.96,166660.85,85.1,-98325.59915887252,-0.03884399565336758
2013-09-06,2295635.38,1984662.066077541,229563.59,568.95,100821.12,10.91,-19991.256077541195,-0.0087083760128933
2013-09-07,1802971.91,1594897.0789568252,180297.17,408.34,125104.06,11.3,-97746.03895682529,-0.05421384460550208
2013-09-08,2514540.58,2176392.9915717086,251454.09,619.03,108619.6,47.063985598539176,-22592.195557307048,-0.00898462157938491
2013-09-09,3063731.48,2771349.7020488363,306373.16,509.92,263220.61,75.29803760840659,-277797.2100864446,-0.09067283210030033
2013-09-10,4448604.87,3956725.6334067276,444860.57,1060.03,202208.39,153.9,-156403.65340672748,-0.03515791084559224
2013-09-11,3705521.56,3252374.84331736,370552.25,712.05,152382.32,154.00799553128994,-70653.91131289139,-0.01906719746973794
2013-09-12,3093170.39,2832894.8047389365,309317.07,579.35,90396.67,70.07000000000001,-140087.57473893635,-0.045289317132942146
2013-09-13,2372001.22,2194310.9263451356,237200.2,614.53,110366.18000000001,13.45,-170504.0663451354,-0.07188194715394597
2013-09-14,2885540.91,2551246.751770438,288554.07,589.58,145190.31,70.72,-100110.52177043802,-0.03469384940047099
2013-09-15,2303772.91,2048248.232825681,230377.34,615.1899999999999,128312.95,180.03328957121172,-103960.83611525215,-0.04512633847893113
2013-09-17,4481890.42,3926621.8219970576,448189.08,1167.4,208944.15,62.687396297203584,-103094.71939335493,-0.023002507810834637
2013-09-18,3482766.5100000002,3138935.583852872,348276.62,612.72,138115.5,48.59453233837379,-143222.50838520992,-0.04112320133261242
2013-09-19,2390572.13,2099383.7589962464,239057.21,606.1899999999999,90063.65000000001,15.629999999999999,-38554.308996246495,-0.01612764932394928
2013-09-20,2756120.19,2543503.302428389,275612.04,804.68,170537.88,83.96000000000001,-234421.672428389,-0.08505495271176436
2013-09-21,3008472.0100000002,2657856.804342007,300847.24,515.01,202053.3,103.31,-152903.65434200654,-0.05082435662813646
2013-09-22,2459757.0,2245550.258260836,245975.7,815.55,164906.24,50.7,-197541.4482608359,-0.08030933472730677
2013-09-23,3470899.45,3146735.4825429423,347089.97,688.35,167695.5,31.16,-191341.01254294207,-0.05512721278714717
2013-09-24,3706188.98,3193367.2611464662,370618.94,946.87,199861.6,127.95,-58733.64114646627,-0.01584744908136505
2013-09-25,3845272.69,3396520.568619737,384527.28,658.99,133984.74,75.60113298056783,-70494.48975271756,-0.018332767383713835
2013-09-26,3208827.05,2931328.6687320666,320882.73,623.18,131061.66,42.23148430018889,-175111.420216367,-0.05457178510645097
2013-09-27,4017904.8,3652177.7909158343,401790.48,1007.58,117146.15,121.68,-154338.8809158344,-0.03841277695674482
2013-09-28,5813680.26,5153407.955037817,581368.08,1542.0,226127.67,49.39730476510449,-148814.84234258265,-0.025597355837829076
2013-09-30,4712868.64,4131953.7550568916,420534.14,1338.91,205805.41999999998,202.24861645104784,-46965.833673342975,-0.009965445095313113
2013-11-20,2489408.68,2217555.787801665,250794.52,997.98,76905.81,90.59644652433025,-56936.014248188934,-0.02287130060468373
2013-11-21,2103851.95,1909438.606269484,296002.93,435.54,47546.11,25.554446240711897,-149596.79071572443,-0.07110613972419705
2013-11-22,2082529.0999999999,2076927.5597338432,416505.86,633.09,65848.32,10.6,-477396.32973384333,-0.22923873175834295
2013-11-23,1479417.57,1423070.830764802,295883.55,620.75,110347.72,43.89,-350549.1707648019,-0.23695079595735902
2013-11-24,2018462.7,2021081.5200127088,403692.54,855.98,50431.81,42.82729093604458,-457641.9773036449,-0.2267279832833398
2013-11-25,2010192.86,1970721.8814813895,402038.56,889.8000000000001,41384.350000000006,12.640282826823213,-404854.3717642162,-0.20140076100171614
2013-11-26,2558205.41,2520474.02715203,511641.07,1221.41,81055.08,72.93158110836826,-556259.108733138,-0.21744114313836038
2013-11-27,2668001.92,2547043.285826014,533600.4,1271.16,62348.020000000004,202.27762711998145,-476463.22345313395,-0.1785842880702027
2013-11-28,2901956.9,2851087.2998692603,580391.41,1208.25,79552.22,123.07449770715544,-610405.3543669676,-0.21034266717295752
2013-11-29,1420846.96,1419040.1979714949,284169.42,1057.19,85107.23,62.959999999999994,-368590.0379714949,-0.2594157205864697
2013-11-30,2148868.17,2162163.0595157114,429773.64,1310.15,50287.4,62.11049962569863,-494728.1900153372,-0.23022733405527487
2013-12-01,1870295.78,1888015.9925922817,374059.17,1223.61,40992.18,44.46968472897124,-434039.64227701054,-0.2320700537949193
2013-12-02,1828667.04,1789787.7815049926,365733.34,613.69,82574.98,90.64873333714262,-410133.4002383297,-0.22427997621608017
2013-12-03,1528714.66,1493629.7231694625,305742.93,971.0,55327.43,74.37,-327030.7931694626,-0.21392533330547286
2013-12-04,2292026.9899999998,2248418.618135995,458405.39,1003.49,103077.14,17.15,-518894.7981359955,-0.22639122505969947
2013-12-05,1828444.29,1821922.0021716922,365688.78,716.01,69492.56,121.81571516419098,-429496.8778868564,-0.23489743725626794
2013-12-06,1496886.73,1516485.9998317943,299377.39,668.29,38186.549999999996,119.14435071390571,-357950.64418250823,-0.239130080458732
2013-12-07,1022988.61,1004931.8741046455,204597.72,748.66,138209.25,91.83270010425113,-325590.72680474975,-0.3182740488232315
2013-12-08,1412555.06,1374965.0159722657,282511.04,652.12,45356.15,9.198987455197132,-290938.4649597209,-0.2059661058165909
2013-12-09,1724514.26,1687841.223560422,344902.87,1016.2,37221.94,204.78,-346672.753560422,-0.20102631888959965
2013-12-10,1700551.97,1671192.9605434164,340110.42,1174.01,90615.73000000001,248.51000000000002,-402789.6605434165,-0.2368581893697824
2013-12-11,2329083.3,2282719.9186633816,465816.63,1503.27,74268.74,105.51,-495330.7686633818,-0.21267198500945925
2013-12-12,2420644.58,2407762.3489352013,484128.96,1456.17,82707.01000000001,240.8,-555650.7089352013,-0.22954658999761182
2013-12-13,1700584.25,1641917.9509412628,340116.82,1189.43,52478.32,214.31727123890408,-335332.58821250167,-0.19718669522695018
2013-12-14,1846841.95,1888452.3368358752,369368.43,1291.71,93010.63,135.43,-505416.58683587523,-0.2736653165344632
2013-12-15,1820955.68,1773862.414623714,364191.16,1409.89,78027.11,50.637119043862924,-396585.53174275794,-0.21778977714754594
2013-12-16,2284345.25,2294033.194267081,456869.01,1432.84,124819.65,46.54125312107501,-592855.9855202022,-0.25952993993364276
2013-12-17,2434764.7,2291991.598683955,486952.98,1518.74,160013.53,75.37222291950275,-505787.52090687444,-0.20773568834264536
2013-12-18,2652608.6,2669855.2947797375,530521.75,1877.37,75938.84,129.09384934560285,-625713.7486290829,-0.23588619467986452
2013-12-19,2694519.77,2619953.4725023834,538903.97,1646.22,68124.33,250.014054188257,-534358.2365565716,-0.19831297677083717
2013-12-20,1891661.75,1875415.086716111,378332.36,1370.76,74497.88,100.10809646649406,-438054.44481257757,-0.23157123350016331
2013-12-21,2653950.55,2574762.654716228,530790.13,2018.3899999999999,91880.78,337.7668479364422,-545839.1715641648,-0.20567043781737562
2013-12-22,2613371.69,2585490.3299398767,522674.29,2889.07,99432.92,399.87398135759094,-597514.7939212343,-0.22863750924049933
2013-12-23,2156774.1,2108727.8082950604,431354.8,2509.37,193238.64,230.52728235261438,-579287.0455774129,-0.26858957810065176
2013-12-24,2034785.46,1984227.349079856,406957.08,1671.81,96744.98,25.34,-454841.099079856,-0.22353270554619356
2013-12-25,3086689.7800000003,3052420.0564285247,617338.01,2743.34,103113.18,394.3903910018737,-689319.1968195263,-0.22331988179891735
2013-12-26,2660640.17,2643987.0516894218,532128.09,1923.22,89234.40999999999,181.7694758791018,-606814.371165301,-0.22807081468866983
2013-12-27,1433204.69,1425184.5771761662,286640.93,1474.8,100687.39,154.24087982929692,-380937.24805599556,-0.2657940283854329
2013-12-28,2561606.54,2522125.1775614875,512321.3,2143.27,144518.83,344.0385169673705,-619846.0760784548,-0.2419755205959362
2013-12-29,5488389.06,5505590.276029305,1097677.75,4302.21,232880.63,415.21044790464305,-1352477.0164772095,-0.24642513526131285
2013-12-30,4628413.83,4592956.351118735,919699.16,3932.71,130532.72,376.5294306654571,-1019083.6405494004,-0.22017988839805197
2013-12-31,5006939.95,4890473.606034524,895823.43,3780.36,315382.79000000004,449.7825804299598,-1098970.0186149536,-0.2194893546935696
2014-01-01,4706677.45,4582078.1036153305,812483.36,4122.65,173848.13,308.06538877164627,-866162.859004102,-0.18402851442562776
2014-01-02,3226511.3,3130330.779817968,537081.57,1837.19,69784.18000000001,165.03479932471302,-512687.45461729297,-0.15889839115619803
2014-03-22,3629312.64,3387031.6105292784,435517.52,1012.16,120006.2,91.98979043544078,-314346.8403197137,-0.08661332640654339
2014-03-23,4223970.17,3866693.667338528,506876.39,949.14,194852.65,27.833644547207655,-345429.51098307554,-0.08177839735621892
2014-03-24,4905977.67,4567855.987926483,588717.34,1211.8899999999999,150379.41,24.96,-402211.91792648326,-0.0819840498634971
2014-03-25,5400618.82,4887060.489213869,648074.28,1307.41,187024.81,167.87,-323016.0392138687,-0.059810930928442876
2014-03-26,6909760.38,6362550.715739212,829171.3,1751.39,141346.64,216.4,-425276.0657392122,-0.06154715103727117
2014-03-27,6803455.26,6176477.030264188,816414.56,1790.55,120078.98,23.28022152180184,-311329.14048570965,-0.04576044503682231
2014-03-28,4417122.67,4005364.1813759473,530054.75,1369.2,291657.7,106.84333599796382,-411430.00471194537,-0.0931443465462881
2014-03-29,5778995.49,5351994.8780364925,693479.47,1069.27,75957.14,47.76716851156074,-343553.03520500386,-0.0594485729915328
2014-03-30,10546421.73,9600764.471147263,1265570.69,2450.93,405319.34,189.12910470717685,-727872.8302519701,-0.06901609369379638
2014-03-31,10185493.48,9391932.360302914,1222259.19,2454.79,305433.4,346.31310922865964,-736932.573412142,-0.07235118994078842
2014-04-01,10033837.98,9201668.992666056,1204060.42,2415.54,438192.5,190.1249240634294,-812689.5975901193,-0.08099488941420194
2014-04-02,10144571.02,9200434.815151127,1217348.54,2656.0,469003.92,370.25917052628284,-745242.5143216538,-0.0734622009006009
2014-04-03,7675881.53,6927658.105417547,921105.85,1820.46,394785.5,139.83536649972274,-569628.2207840462,-0.07421013711034258
2014-04-04,2279360.64,2069817.534929645,273523.25,601.67,112668.11,163.37,-177413.29492964488,-0.07783467513488558
2014-04-05,3930579.24,3622923.4012894523,471669.46,872.02,30552.18,6.842806102822378,-195444.66409555494,-0.04972413788445973
2014-04-06,3686590.9899999998,3462585.797587773,442390.95,910.48,103827.75,223.00832975525975,-323346.9959175284,-0.08770894216218122
2014-04-07,3358849.81,3065884.4851424308,403062.03,1226.0,107822.56,28.829070573431096,-219174.09421300417,-0.06525272239338506
2014-04-08,5253554.46,4802198.097596381,630426.57,1011.57,273034.79,175.68707422346682,-453292.2546706043,-0.08628296482351576
2014-04-09,4719467.41,4328928.410649361,566336.1,1024.78,208068.5,176.9118146136403,-385067.29246397456,-0.08159125999007048
2014-04-10,4250922.12,3852808.1546245697,510110.68,864.62,189995.51,136.03,-302992.8746245696,-0.07127697616454323
2014-04-11,4168087.49,3753561.9125776817,500170.45,938.72,291997.43,139.99,-378721.01257768145,-0.09086205927449988
2014-04-12,4077570.29,3860689.7558600167,489308.43,1247.82,315430.64,102.62242414029777,-589208.978284157,-0.14450001750531613
2014-04-13,3699757.49,3370842.0462247613,443970.93,1248.66,238855.77,145.67000000000002,-355305.58622476103,-0.09603483125180753
2014-06-25,5964284.79,5286187.591684704,519750.82,1317.22,190595.06,165.04,-33730.941684703685,-0.005655488105004403
2014-06-26,4217778.4799999995,3954228.8103095954,470640.87,987.7,149642.68,139.69,-357861.2703095959,-0.08484591402950967
2014-06-27,5074597.34,4843968.033904423,913427.54,1027.2,105969.33,103.58723634580082,-789898.3511407688,-0.15565734544383947
2014-06-28,5300296.5200000005,5113163.821984329,954053.36,1567.66,251547.69,229.51199474635558,-1020265.5239790751,-0.19249215966111177
2014-06-29,8746800.18,8485937.0166263,1574424.03,2335.9,427945.99,320.38923877264705,-1744163.1458650732,-0.19940585242283118
2014-06-30,6970825.94,6861925.346014286,1254748.71,2519.68,334490.81,388.03120135051654,-1483246.6372156364,-0.21277918140294813
2014-07-01,8230182.11,8067946.336114123,1481432.69,2661.42,279926.95,232.46485188183536,-1602017.7509660048,-0.19465155564656209
2014-07-02,6114863.38,5938774.415099192,1100675.43,2040.9,220935.57,246.20000000000002,-1147809.1350991924,-0.1877080588347
2014-07-03,4786478.46,4592772.027643841,861566.13,1592.77,294932.58,259.776413365173,-964644.8240572059,-0.20153539436531925
2014-07-04,1425972.59,1434076.4702023934,256675.07,278.69,19177.09,57.32,-284292.0502023933,-0.19936712121682038
2014-07-05,1701571.21,1570998.5701079066,306282.8,337.69,108231.86,7.4399999999999995,-284287.1501079066,-0.1670733193163903
2014-07-06,2241592.92,2214687.5073402654,403486.71,560.65,140107.71,12.924314022989085,-517262.5816542886,-0.23075669852414085
2014-07-07,2812497.5300000003,2707868.8507239847,506249.55,738.08,79145.92,68.69,-481573.5607239844,-0.17122630529882965
2014-07-08,3165395.58,3149143.5021850746,569771.17,876.67,264378.58,148.74506033417066,-818923.0872454089,-0.2587111362698652
2014-07-09,4094273.65,3982236.628480723,736969.28,936.38,255895.23,91.47860367285567,-881855.347084396,-0.21538749543142924
2014-07-10,4403806.28,4325599.815530472,792685.04,1054.63,153647.54,128.11234927135462,-869308.8578797436,-0.19739943190229148
2014-07-11,3148163.81,3134174.5413532346,566669.52,662.88,202873.88,31.711620374053272,-756248.7229736085,-0.24021898751628445
2014-07-12,3006724.01,2861295.29389193,541210.31,784.55,72185.7,75.22,-468827.0638919303,-0.15592620484376626
2014-07-13,4027920.9899999998,3966443.2851168304,725025.77,928.74,16396.27,64.66,-680937.7351168307,-0.16905439228013028
2014-07-14,3240561.25,3162002.0551477293,583301.04,1020.85,106657.34,66.06895478333213,-612486.1041025127,-0.189006180365365
2014-07-15,3747589.34,3680576.0957255038,674566.05,968.23,151102.22,73.33,-759696.5857255039,-0.20271607073295386
2014-07-16,4474942.67,4467173.145188478,805489.68,1416.95,270535.45,148.4049061856244,-1069820.9600946635,-0.23906919909091562
2014-07-17,4151896.36,4053733.29372261,747341.32,1471.45,117702.11,17.580155932227665,-768369.3938785422,-0.18506468544858914
2014-07-18,4007166.15,3940346.3757398766,721289.95,1346.16,57474.41,43.13,-713333.8757398768,-0.17801454919454157
2014-07-19,3375168.91,3007210.129049311,323131.64,928.85,86107.12,84.19947076497466,-42293.02852007576,-0.012530640583577713
2014-09-03,1464982.16,1304458.859293537,146498.23,271.8,140986.29,33.07,-127266.0892935371,-0.08687210859519075
2014-09-04,1874138.58,1685533.2848481294,187413.85,316.59,16588.0,7.76,-15720.904848129308,-0.008388336388726018
2014-09-06,2038210.01,1838488.1188838463,203821.0,376.79,173159.19,20.32945488274803,-177655.41833872907,-0.08716246974899759
2014-09-09,2593130.38,2280576.485781101,259313.03,464.09,98048.45,73.25,-45344.92578110115,-0.017486558381650346
2014-09-12,2886209.25,2518617.157369423,288620.92,557.78,87366.04000000001,7.5092342380765915,-8960.156603661258,-0.003104472277490365
2014-09-14,3898311.7199999997,3577811.044631085,389831.24,777.51,138105.28,43.814963785631974,-208257.16959487076,-0.05342240040128725
2014-09-15,2925656.41,2549023.725117276,292565.7,821.24,125427.91,49.389255445138815,-42231.554372720966,-0.014434898858379943
2014-09-16,2839553.84,2512832.737966396,283955.43,417.81,94397.66,14.454704385539607,-52064.2526707816,-0.01833536379460993
2014-09-18,2717184.19,2376227.2882889877,271718.35,634.92,79723.88,78.98960615715328,-11199.237895144895,-0.004121633688419516
2014-09-19,2699731.44,2409690.382779709,269973.13,738.73,124614.58,11.37,-105296.75277970912,-0.03900267679206978
2014-09-20,3164615.39,2792474.979289083,316461.59,845.48,93784.16,52.23090864193278,-39003.050197724646,-0.012324736307916598
2014-09-21,4123937.59,3687723.296562089,412393.76,1202.36,103916.74,66.88792665011664,-81365.4544887394,-0.019730040213518218
2014-09-22,3629590.55,3205641.9894068735,362959.07,814.64,114957.36,117.49587514493977,-54900.0052820186,-0.015125674514999661
2014-09-23,2536593.92,2290392.1725703566,253659.44,487.14,125334.84999999999,88.74000000000001,-133368.4225703567,-0.05257775851262653
2014-09-24,2827778.74,2498477.7696459126,282777.86,738.73,200204.06,48.96,-154468.63964591234,-0.054625433546442295
2014-09-25,3118569.41,2730717.136254714,311856.96,669.5,168306.49,115.42,-93096.09625471373,-0.02985218028375188
2014-09-26,3588846.7600000002,3296769.381388267,358884.64,800.65,172796.74,128.38570266693748,-240533.03709093374,-0.06702237603784836
2014-09-28,5434204.31,4817771.806644846,543420.42,1642.75,262598.96,224.81,-191454.43664484622,-0.03523136520511983
2014-09-30,4567550.29,4091238.5766161787,377507.02,1207.87,104735.91,96.7003810401142,-7235.786997218826,-0.0015841723763962818
