date,gmv,cogs,promo,fwd_shipping,refund,reverse_cost,net_profit,margin
2012-10-10,2955390.65,2394718.4649298014,0.0,637.65,150819.49,44.739655425702196,409170.30541477277,0.13844880554615438
2012-10-11,2763018.19,2247145.552547469,0.0,410.71,188526.63,77.43,326857.8674525311,0.11829739979110711
2012-10-12,2012077.65,1570380.4879148982,0.0,260.63,79223.98,8.83,362203.7220851017,0.18001478326897657
2012-10-13,2032120.96,1654141.564997043,0.0,742.73,64376.229999999996,106.65686688990516,312753.7781360671,0.1539050992988464
2012-10-14,2336495.03,1934092.8783031753,0.0,473.51,242549.13999999998,122.32859379633473,159257.17310302815,0.06816071554110183
2012-10-15,2406896.0,1951285.5863347498,0.0,565.44,173132.13999999998,184.19235642193172,281728.6413088283,0.11705060846369279
2012-10-16,3051975.17,2357924.051537592,0.0,775.23,157898.34,44.77,535332.778462408,0.17540535182742265
2012-10-17,3137601.89,2546422.9322607727,0.0,359.24,95142.2,94.6232382781497,495582.8945009493,0.15794957801384715
2012-10-18,2303639.68,1828815.1727636587,0.0,432.5,36376.91,71.97,437943.1272363415,0.19010921327607164
2012-10-19,2392570.46,1953181.3930844436,0.0,363.93,116512.63,10.97,322501.53691555635,0.1347929109329371
2012-10-20,2272466.71,1830571.048454335,0.0,369.85,161633.47,66.73,279825.6115456651,0.12313738648592351
2012-10-21,2176422.72,1760498.2252035725,0.0,625.28,24432.93,67.35,390798.93479642767,0.17956021649894724
2012-10-22,2520935.88,2019444.386074567,0.0,542.6,123330.93,43.25293605424089,377574.7109893787,0.14977561071064557
2012-10-23,3088735.72,2438938.733548366,0.0,817.68,98256.88,11.26,550711.1664516341,0.17829662890408574
2012-10-24,3095181.92,2494698.620516416,0.0,760.96,93354.0,18.881654711481804,506349.4578288723,0.16359279387005218
2012-10-25,2625151.04,2122760.539106176,0.0,555.5600000000001,36707.73,109.52,465017.69089382427,0.17713940409837303
2012-10-26,1755195.31,1374150.0405489148,0.0,472.38,91589.81,138.89000000000001,288844.1894510852,0.16456526963434356
2012-10-27,2298586.73,1849193.3365555617,0.0,518.52,49987.71,65.0871371502838,398822.0763072879,0.17350751707649853
2012-10-28,4961814.62,3993090.592610512,0.0,1199.18,130668.15,169.62781160612548,836687.069577882,0.16862521751727233
2012-10-29,4435997.64,3567669.9709904967,0.0,1476.74,222019.24,130.65,644701.039009503,0.14533394544581024
2012-10-30,4543478.19,3634023.266850367,0.0,946.18,386295.48,220.45769670679164,521992.8054529264,0.11488837045631914
2012-10-31,3872215.97,3027638.5264677,0.0,761.88,221239.09,209.82625747058168,622366.6472748297,0.16072622294226777
2012-11-01,4491765.11,3618002.678109818,0.0,858.9,235080.94,83.66644977657731,637738.9254404055,0.14197958037044495
2012-11-02,1524835.67,1232874.7483845372,0.0,323.51,39796.58,52.88257529609158,251787.94904016663,0.16512464522827344
2012-11-03,2726950.14,1997100.45816685,0.0,414.96,5593.94,37.38,723803.4018331502,0.26542597578742316
2012-11-04,2233113.34,1810855.589086801,0.0,279.76,25715.22,1.25,396261.5209131988,0.17744801117582273
2012-11-05,2287232.09,1884324.9797300384,0.0,559.03,142637.86,41.42,259668.8002699614,0.11352971191916138
2012-11-06,2490566.41,2042096.3253679336,0.0,382.92,206246.81,6.74,241833.61463206657,0.09709984590696642
2012-11-07,1707767.9,1338408.7313460712,0.0,283.81,26751.78,93.08,342230.4986539287,0.20039637626045595
2012-11-08,1845570.41,1461186.2531993317,0.0,293.41,64743.12,46.51,319301.11680066824,0.17300944741559238
2012-11-09,2175930.12,1713728.4303322756,0.0,384.42,64040.07,4.71779827261329,397772.48186945193,0.18280572441795692
2012-11-10,2276584.75,1851215.4390172933,0.0,460.83,195375.25,129.3450746535432,229403.88590805317,0.1007666795220574
2012-11-11,2634786.52,2046608.5847181764,0.0,884.85,226739.73,20.23,360533.1252818237,0.13683580151374986
2012-11-12,3166486.69,2543080.588234061,0.0,847.8,77037.44,121.191720620811,545399.6700453182,0.17224126403806808
2012-11-13,3318495.91,2632063.8499623835,0.0,773.38,42897.22,7.51,642753.9500376167,0.19368833576100947
2012-11-14,2723568.38,2142175.584305671,0.0,743.33,36677.600000000006,94.02000000000001,543877.8456943289,0.1996931120540946
2012-11-15,2057779.06,1574178.553107379,0.0,475.78000000000003,154268.58,109.91377758985146,328746.2331150312,0.15975778911611202
2012-11-16,2451079.68,1919842.660560685,0.0,537.92,97826.62,62.37272798003359,432810.10671133513,0.17657937040681398
2012-11-17,2366918.66,1851406.5933809886,0.0,691.59,57702.69,90.92811294165877,457026.85850606987,0.19308938081804208
2012-11-18,2603287.99,2074933.8752647904,0.0,568.04,21605.35,85.69471114879232,506095.03002406104,0.19440608644457388
2012-11-19,3469513.53,2794822.535631391,0.0,693.23,64503.73,64.79,609429.2443686086,0.17565264960030538
2012-11-20,2736616.84,2181701.554351795,0.0,587.1800000000001,39794.18,36.652881346214485,514497.2727668586,0.18800486251734774
2012-11-21,2448722.76,1927125.7212077586,0.0,631.25,148071.43,43.38434723522023,372850.97444500594,0.1522634495564561
2012-11-22,1976423.27,1547195.2587781083,0.0,351.35,74283.6,47.65,354545.41122189176,0.1793873896363767
2012-11-23,2691466.03,2096035.0699386392,0.0,450.39,216790.18000000002,106.38693853752129,378084.003122823,0.14047511612948838
2012-11-24,1929044.65,1461718.013890648,0.0,863.03,24569.11,236.07458197680944,441658.42152737506,0.22895189156320206
2012-11-25,2345946.42,1864030.1276504472,0.0,456.67,91190.05,143.2,390126.37234955275,0.1662980744247146
2012-11-26,2911354.72,2379495.027510699,0.0,932.81,149829.62,140.16,380957.1024893013,0.13085217677951014
2012-11-27,3517473.81,2827252.545074001,0.0,1460.3,153028.87,87.32489182856176,535644.7700341705,0.15228109688019836
2012-11-28,2947117.09,2316560.6548521686,0.0,1605.87,232517.29,118.8946712158809,396314.3804766153,0.13447527477661747
2012-11-29,2551998.66,2109845.581106851,0.0,1162.25,84747.12,99.95998286743034,356143.74891028187,0.13955483382200595
2012-11-30,2599141.64,2008337.3136477177,0.0,1070.31,146677.41,183.24986748515929,442873.3564847972,0.1703921593456512
2012-12-01,2465607.61,1945374.9774394366,0.0,1238.27,131318.58000000002,143.228531461963,387532.5540291013,0.1571752749534632
2012-12-02,1577550.0,1288577.838131188,0.0,135.55,9499.78,2.03,279334.801868812,0.1770687470246978
2012-12-03,1985147.95,1524076.2976992559,0.0,381.84,2188.65,25.49,458475.67230074405,0.23095289814582537
2012-12-04,1959945.28,1538983.5585713997,0.0,533.21,100922.76000000001,5.765752853860926,319499.98567574646,0.16301474787895429
2012-12-05,1791510.3199999998,1462889.4397260635,0.0,422.86,64891.7,32.42,263273.90027393633,0.14695639613950778
2012-12-06,2214916.32,1795476.2164278124,0.0,403.15,17789.91,5.59,401241.45357218746,0.18115422688843952
2012-12-07,1850532.71,1466247.1884844378,0.0,561.03,22073.739999999998,35.07151188880516,361615.68000367336,0.1954116660838021
2012-12-08,1685544.25,1400915.6276518547,0.0,475.7,60150.04,70.61,223932.27234814534,0.1328545793728912
2012-12-09,1798934.39,1382442.3618944928,0.0,861.81,69830.48,67.81737557048451,345731.9207299367,0.19218706510465716
2012-12-10,2097647.5,1643465.2054743327,0.0,1013.09,60993.76,205.81,391969.6345256673,0.18686153632851435
2012-12-11,3133667.4,2517693.6779636657,0.0,1316.31,47596.22,190.95000000000002,566870.2420363342,0.1808967480200146
2012-12-12,3654949.66,2924507.827739174,0.0,1195.83,142977.85,117.15,586151.0022608262,0.16037184004904356
2012-12-13,1873882.26,1487017.4600295606,0.0,595.07,80589.33,94.15407941906928,305586.2458910203,0.1630765456368749
2012-12-14,2270724.33,1782680.7258520485,0.0,991.86,39485.71,96.28,447469.75414795155,0.19706036009573719
2012-12-15,2677203.46,2101546.238343892,0.0,1366.01,139095.01,71.02339626665494,435125.1782598411,0.16252973849803748
2012-12-16,3019198.84,2355829.1455991142,0.0,1422.55,30039.61,16.777368425512535,631890.7570324601,0.20929087169113383
2012-12-17,3364202.08,2689910.7652814626,0.0,1703.88,86306.48,249.60942393505422,586031.3452946024,0.1741962377285619
2012-12-18,3419873.81,2720507.015040664,0.0,1732.27,147357.53,402.434764617934,549874.5601947181,0.16078796784455565
2012-12-19,3298707.52,2628997.6677990495,0.0,1842.53,94234.63,155.82999999999998,573476.8622009505,0.1738489571215306
2012-12-20,3054485.43,2422965.9952516775,0.0,1492.68,161959.66,291.95,467775.1447483226,0.15314368179792645
2012-12-21,2945373.05,2345819.2999719754,0.0,1874.02,179531.32,522.2385457977784,417626.17148222664,0.14179058624924495
2012-12-22,2603752.1,2086421.4375233087,0.0,1600.09,7467.3099999999995,112.34,508150.92247669137,0.19516102261681953
2012-12-23,1886702.64,1564414.7490229504,0.0,1453.19,17097.56,215.06,303522.0809770495,0.16087436066610342
2012-12-24,2658509.77,2103579.6221287916,0.0,2453.1,125326.93,82.93,427067.1878712084,0.1606415717145205
2012-12-25,4035085.08,3158020.977759112,0.0,2519.51,126656.94,157.85806441396997,747729.794176474,0.1853070701984985
2012-12-26,2523972.08,2032468.054774114,0.0,1972.29,257023.03,125.4184670362104,232383.28675884995,0.09207046646841273
2012-12-27,4040624.0,3166475.0485467757,0.0,1963.5,93696.94,141.86703732160325,778346.6444159028,0.19263030769898482
2012-12-28,7082459.92,5489187.824878288,0.0,3584.64,293449.73,343.1667750954223,1295894.558346616,0.18297238148671602
2012-12-29,6136524.21,4922123.379341325,0.0,3307.4,395657.82,314.2016739795237,815121.4089846957,0.1328311241168713
2012-12-30,5201311.53,4197480.418338412,0.0,2180.84,104732.39,136.38655125412114,896781.4951103338,0.17241449390944935
2012-12-31,4644170.25,3701233.005577972,0.0,2123.87,154512.72,314.20318607194224,785986.4512359559,0.1692415240883893
2013-01-01,4095715.7199999997,3219073.48167462,0.0,1749.0,254931.74,59.62822784995632,619901.8700975298,0.15135373460380933
2013-01-02,1380162.6199999999,1066630.3761704704,0.0,97.13,0.0,0.0,313435.1138295295,0.22710013246810692
2013-01-03,1910817.34,1536543.337850698,0.0,344.0,89651.13,10.22,284268.65214930207,0.1487680932125632
2013-01-04,1770329.81,1434001.613980774,0.0,224.42,53292.16,5.679138136240198,282805.9368810898,0.15974759916689749
2013-01-05,1884177.4,1463406.963959426,0.0,208.51,214158.49,19.500635226571152,206383.9354053474,0.10953529927985943
2013-01-06,2185274.87,1717985.979786724,0.0,405.28,20529.77,3.09,446350.75021327595,0.2042538246977031
2013-01-07,2636744.58,2122063.205606945,0.0,444.98,77478.5,10.045789785302452,436747.84860326996,0.1656390429001166
2013-01-08,2104982.54,1700103.8760460278,0.0,465.92,45820.03,6.3999999999999995,358586.3139539723,0.17035120583659202
2013-01-09,1552185.5899999999,1246394.090374485,0.0,347.67,103960.83,72.71,201410.28962551497,0.12975915439693972
2013-01-10,2055667.64,1520681.7008741938,0.0,225.6,129447.56,65.88,405246.8991258061,0.19713639074739053
2013-01-11,2028232.98,1557524.5891523273,0.0,233.87,7218.21,62.06,463194.2508476727,0.2283732960735471
2013-01-12,2396683.63,1913410.7274031262,0.0,367.95,42640.950000000004,52.17,440211.8325968737,0.18367540341437294
2013-01-13,2051063.85,1613238.5202446075,0.0,453.19,93171.63,13.944564492456735,344186.5651909002,0.16780880087711564
2013-01-14,2523867.64,2020513.3319704032,0.0,581.45,152389.86,34.8,350348.19802959694,0.13881401404615534
2013-01-15,2211389.64,1839667.026263938,0.0,512.49,55532.39,12.52217469548518,315665.21156136657,0.14274517970581002
2013-01-16,1468171.94,1152947.8938932288,0.0,354.05,102499.36,10.67,212359.9661067711,0.14464243616232791
2013-01-17,1459645.33,1183101.455156056,0.0,388.36,85185.26000000001,8.86,190961.39484394412,0.1308272570871337
2013-01-18,1507549.5,1148075.5840918778,0.0,301.66,82025.92,9.092943161955278,277137.2429649603,0.1838329308357439
2013-01-19,1812729.46,1470253.1131636724,0.0,439.68,88466.65,15.16,253554.85683632758,0.1398746268714183
2013-01-20,1961435.54,1571230.1534137647,0.0,658.23,66739.18000000001,12.280000000000001,322795.69658623537,0.16457114700095388
2013-01-21,3477132.6,2759699.180578482,0.0,560.77,160378.86000000002,49.96,556443.8294215183,0.16002951093136863
2013-01-22,3087584.9699999997,2429400.4901002287,0.0,537.22,7733.19,0.35,649913.7198997712,0.2104925779256437
2013-01-23,2267847.62,1886902.9861171902,0.0,374.83,48786.92,17.532173943484974,331765.3517088664,0.1462908481077165
2013-01-24,1998157.52,1716501.5596133433,0.0,555.36,112173.86,160.02,168766.72038665673,0.08446116920084294
2013-01-25,2192192.0100000002,1736367.38448126,0.0,512.64,225627.06,17.78,229667.14551874014,0.10476598056697603
2013-01-26,1995866.71,1597583.5251997125,0.0,409.4,44540.53,87.64,353245.6148002874,0.17698857996398337
2013-01-27,3385009.4899999998,2670993.328638319,0.0,507.55,90622.20999999999,70.18441536598691,622816.2169463148,0.18399245815594886
2013-01-28,4007410.71,3232843.969795757,0.0,610.51,75935.36,8.94882275769185,698011.9213814853,0.17418028045882158
2013-01-29,3884821.43,3187374.026956786,0.0,927.59,160265.88999999998,33.57,536220.3530432143,0.13802960128419964
2013-01-30,3678101.19,2912756.425845199,0.0,643.64,118670.58,113.92125567228196,645916.6228991289,0.17561143359928305
2013-01-31,2598435.59,2075790.650035519,9698.76,749.23,127255.12000000001,108.70635662396867,384833.123607857,0.14810185216400035
2013-02-01,3255896.51,2635450.3747033705,31678.53,914.33,25670.64,11.242396839836106,562171.3928997895,0.17266254967661412
2013-02-02,2204793.96,1790524.0814024846,29213.29,249.96,13687.69,59.78,371059.1585975154,0.16829652354341326
2013-02-03,2388273.0100000002,1995478.2786336779,64715.37,473.4,77674.55,10.71,249920.70136632238,0.10464494650313129
2013-02-04,3151987.34,2600834.7551322095,81878.06999999999,737.58,66017.86,104.4730427376897,402414.60182505264,0.12767011996471175
2013-02-05,2797085.84,2334747.101548191,64147.13,491.13,173057.53,24.843176375777112,224618.1052754329,0.08030433033668817
2013-02-06,1770436.18,1491727.5902253105,44968.03,384.56,31740.71,36.034785069375616,201579.25498962004,0.11385852665393453
2013-02-07,2418207.94,1970756.1587288713,53192.94,217.75,28090.829999999998,122.1438937396079,365828.11737738905,0.15128067000614887
2013-02-08,2179526.01,1757984.0900381897,65584.18,293.42,87273.73,41.989999999999995,268348.59996181016,0.12312245815401404
2013-02-09,2537670.93,2033908.463819855,75956.04,545.2,47402.159999999996,128.83765661173322,379730.22852353356,0.14963730089445976
2013-02-10,2846203.49,2387060.888038829,85669.67,798.84,32626.17,84.82,339963.10196117125,0.11944441188257106
2013-02-11,3345958.94,2713703.6949491315,117484.1,960.77,151265.76,232.91560155401697,362311.69944931444,0.10828336687518181
2013-02-12,2927486.18,2431308.414795163,103706.95,749.03,209247.56,132.85999999999999,182341.36520483706,0.06228598667708725
2013-02-13,2730881.47,2301053.534285704,73409.81,534.41,36062.26,59.95,319761.5057142961,0.11709095001999338
2013-02-14,2650281.75,2223591.737556227,71647.0,796.9,143671.81,164.43,210409.87244377297,0.07939151090021768
2013-02-15,2251986.04,1801394.2629417682,53038.57,663.77,136339.73,14.92,260534.78705823183,0.11569111994061554
2013-02-16,2459913.38,2053175.5957054608,76567.32,650.73,138001.3,222.65922838702687,191295.77506615213,0.07776524841136973
2013-02-17,2735446.98,2334497.6838825783,112016.01,776.65,64232.58,139.06,223784.99611742166,0.08180929762251202
2013-02-18,3644198.84,3139052.5952803427,123939.6,947.0,186758.23,79.39418159524706,193422.0205380619,0.053076692307509186
2013-02-19,3575653.63,2832459.38113461,95597.08,968.05,98278.99,14.78434509323597,548335.3445202966,0.15335247796926477
2013-02-20,2577832.32,2138676.4971321747,97938.15,603.62,44431.05,61.19,296121.81286782515,0.11487241065696048
2013-02-21,2528677.19,1986980.0963816054,75912.24,640.09,100171.75,224.9094445541661,364748.1041738404,0.14424462941188645
2013-02-22,3115241.89,2587265.543593889,82169.49,881.22,22948.739999999998,84.61,421892.2864061111,0.13542841978351514
2013-02-23,2833132.97,2285102.573487887,97461.86,826.27,106286.94,126.99472559938215,343328.3317865137,0.1211832749899182
2013-02-24,4162756.54,3398409.054340243,156113.66,1254.66,272237.97000000003,54.3679680654262,334686.82769169164,0.08040028872111066
